Label,AnnRet,AnnVol,Sharpe,Sortino,MaxDD,TotalRet,Primary,Pair,Method,Window
VCR-VFH,0.028799890211042206,0.06893579695506434,-0.3075341219711585,0.7155666978938898,-0.06304184029412796,0.054388463655421715,VCR,VFH,ewma,20
VAW-VDE,0.02359622817991354,0.08576014460826621,-0.3078792828614399,0.47773585209082214,-0.1681762621349675,0.04074622673630479,VAW,VDE,ewma,15
VIS-VDE,0.023539528791919298,0.08538753299330752,-0.30988682165292863,0.47643301750163647,-0.16524449462117685,0.040693588123043245,VIS,VDE,adaptive,5
VGT-VAW,0.020246351480994695,0.09461915359924188,-0.3144569295665698,0.37663578638116585,-0.09013587920811117,0.03213525806304318,VGT,VAW,standard,15
VGT-VDC,0.01052523198406758,0.12310404181018064,-0.3206618355943191,0.1541028538757893,-0.11443043622916949,0.006007165060082809,VGT,VDC,standard,15
VAW-VDC,0.0276540674253706,0.06944401011169796,-0.32178344163430106,0.6868049757191022,-0.07000603896042501,0.05189972443517488,VAW,VDC,ewma,5
VGT-VDE,0.010904008228512377,0.12003411667556256,-0.32570733100122845,0.14819584853423062,-0.2086491044050901,0.007466140785527653,VGT,VDE,adaptive,10
VCR-VPU,0.01609212579693096,0.10324071643209938,-0.3284350920343516,0.2640249613504008,-0.13285010008539688,0.021838151678206463,VCR,VPU,adaptive,20
VCR-VNQ,0.021844358029803043,0.08526808603593969,-0.33020140687020405,0.44212617476303306,-0.13519005624221336,0.037188759650348846,VCR,VNQ,ewma,20
VDE-VPU,0.015897685777479634,0.10296291673752439,-0.3312096753188797,0.23805301498786186,-0.14450093353862392,0.0214548973901334,VDE,VPU,standard,15
VAW-VPU,0.02324284762540561,0.08040392924961909,-0.33278413908759436,0.48749608593212096,-0.16460159611381486,0.04093209522734198,VAW,VPU,ewma,10
VGT-VHT,0.014122572121101015,0.10660211347923583,-0.3365545645198413,0.22620516821733602,-0.11415557021319789,0.017089132812231123,VGT,VHT,ewma,10
VIS-VNQ,0.026515887503845353,0.06921645202181949,-0.3392851238424003,0.6856088469968709,-0.06916640052167,0.04954342320561489,VIS,VNQ,adaptive,5
