Label,AnnRet,AnnVol,Sharpe,Sortino,MaxDD,TotalRet,Primary,Pair,Method,Window
VAW-VDE,0.053095433508535066,0.08047899767444605,0.038462625007542654,1.115411046891038,-0.14159590888470974,0.10508143380945656,VAW,VDE,standard,20
VAW-VPU,0.05087864363364159,0.0727661589373431,0.012074893693347214,1.2148414497565017,-0.0632769637504712,0.10148956625993155,VAW,VPU,adaptive,5
VIS-VDE,0.050392983399911974,0.07646977742974512,0.00513906817988443,1.1163073367900154,-0.08749863056704399,0.099805301383868,VIS,VDE,standard,10
VIS-VDC,0.04920442475081734,0.07327546159207018,-0.010857321563003421,1.1923735929963872,-0.07719739739316112,0.09772304185371339,VIS,VDC,standard,5
VDE-VPU,0.048936361181239896,0.0890009882724673,-0.011950865258977057,0.9690513536645361,-0.10609018497557487,0.09435547662292376,VDE,VPU,standard,20
VNQ-VGT,0.04827357072996166,0.09830061218820418,-0.01756275196672109,0.7595071032141997,-0.14161138058977651,0.09095066109341987,VNQ,VGT,adaptive,15
VAW-VOX,0.04873692243670707,0.06638347813633318,-0.019026986815889723,1.3134092064628848,-0.06946798305791224,0.09774642513578691,VAW,VOX,adaptive,5
VDE-VNQ,0.045572209217274215,0.08408915472436457,-0.052655907854461906,0.8982569626047258,-0.11644965299624066,0.08790743635495879,VDE,VNQ,adaptive,5
VNQ-VGT,0.04311129584764698,0.09999276114491039,-0.06889202851764202,0.650833370156582,-0.1855532113431615,0.07935109254481376,VNQ,VGT,adaptive,10
VHT-VDE,0.04262645449084536,0.0917689494573044,-0.0803490238556683,0.7525194463763716,-0.12468914962706801,0.08004403907182178,VHT,VDE,standard,15
VAW-VPU,0.042248758783555725,0.07525667254496647,-0.10299739483981046,0.9394899295763866,-0.10111139726667606,0.08220193799341269,VAW,VPU,standard,5
VDE-VDC,0.04096500996803669,0.08627246994897689,-0.1047262242208518,0.7624078682172127,-0.13912032299545107,0.07749850430743899,VDE,VDC,adaptive,5
VIS-VDE,0.04221396585127898,0.07380419135139459,-0.10549582626886793,1.0392353358796675,-0.14037263304490688,0.08237146115933602,VIS,VDE,adaptive,5
VDE-VDC,0.038465222542456934,0.08917055929529612,-0.129356343043051,0.7902976960983016,-0.12464295491907762,0.07161830027694638,VDE,VDC,standard,20
VNQ-VGT,0.035749067105583454,0.09791279077955385,-0.14554720359775894,0.5528385994915725,-0.15708024022520617,0.06398978856186166,VNQ,VGT,adaptive,20
VDE-VPU,0.037092650986058615,0.08833751643932923,-0.1461140128702415,0.6835345894668168,-0.08370039534017226,0.06879077978484327,VDE,VPU,adaptive,5
VGT-VCR,0.037938429710550114,0.07088929855221965,-0.17014655999967138,0.9491634469677872,-0.10683615434829241,0.0735893354799555,VGT,VCR,adaptive,10
VNQ-VOX,0.03777412114285292,0.0695218348841979,-0.1758566769348312,0.8368885002690438,-0.10354205875117917,0.0734252338080279,VNQ,VOX,adaptive,20
VNQ-VDE,0.033964116378617105,0.08570022793590958,-0.18711599732704506,0.6514861943909398,-0.21881572933593052,0.0626012697503906,VNQ,VDE,standard,15
VIS-VPU,0.03642662642494709,0.07210122935684096,-0.18825439865769827,0.8665842663333704,-0.05532987216348195,0.07015847709008738,VIS,VPU,adaptive,10
VGT-VOX,0.036008617545044405,0.07128349035714125,-0.19627802152863957,0.9353723338498631,-0.11138023884653592,0.06939367306990674,VGT,VOX,adaptive,10
VCR-VGT,0.035605089558982374,0.06901629115047343,-0.20857264569075354,0.8346380850600443,-0.0603110605555045,0.06884681328115061,VCR,VGT,adaptive,15
VIS-VPU,0.039000726607912754,0.05210583296583157,-0.21109485763906685,1.1871504931246646,-0.04069640420812781,0.07835634560311111,VIS,VPU,ewma,5
VDE-VHT,0.03161168484169167,0.0866632491095693,-0.21218123422836052,0.5854900015201345,-0.13463318149873948,0.057423859899086604,VDE,VHT,adaptive,5
VNQ-VOX,0.03484039186596791,0.0699594242253527,-0.21669143652755174,0.772338212906479,-0.12170735997180104,0.06706959431817605,VNQ,VOX,standard,20
VNQ-VOX,0.03616104535495938,0.062400316716757144,-0.22177699366266565,0.8906828274841774,-0.0999949117858473,0.07097008229148383,VNQ,VOX,ewma,15
VDE-VIS,0.031508936957857475,0.07520904601657408,-0.24586222032476687,0.6902947055804743,-0.08058409542756206,0.05917100865472502,VDE,VIS,adaptive,5
VAW-VDE,0.03177742240524907,0.0711599680998747,-0.25607905794976,0.7057463621452658,-0.06874112584058045,0.060364862714447964,VAW,VDE,ewma,20
VCR-VGT,0.03234631425660843,0.06884309026440641,-0.25643366205074225,0.7582978631146342,-0.06031106055550495,0.06191565252486786,VCR,VGT,adaptive,20
VGT-VPU,0.026966779403029065,0.08946779379468507,-0.25744706133950956,0.5145416889994503,-0.10204387829148853,0.04715146288002536,VGT,VPU,ewma,10
VNQ-VGT,0.02356624869573255,0.10004034934413676,-0.2642308976084822,0.35762551476567933,-0.21168289822958042,0.0378937038281002,VNQ,VGT,adaptive,5
VOX-VDC,0.032275167678505245,0.0664442379752972,-0.2667625193938486,0.7742178220690457,-0.08759502631614402,0.062113658007816985,VOX,VDC,ewma,15
VFH-VCR,0.03316975970691434,0.06297532241755731,-0.2672513557214185,0.8547163021795527,-0.061456829070901664,0.06449552637647171,VFH,VCR,adaptive,20
VHT-VNQ,0.03541249503000884,0.05408351478300901,-0.2697218372089599,1.1137599960418958,-0.05862978204068514,0.07040666481866809,VHT,VNQ,standard,15
VNQ-VOX,0.028973654482903084,0.06992085040165258,-0.30071638711934096,0.6410401294451086,-0.10271938422063354,0.054604402923273954,VNQ,VOX,adaptive,15
VNQ-VGT,0.020229624948273815,0.09850960542446392,-0.3022078397680084,0.30680717997838747,-0.1909971482486299,0.031285164372979235,VNQ,VGT,standard,20
VDE-VGT,0.01796887977816303,0.1026113761447908,-0.31215954239458865,0.27614137840963493,-0.10277272532880644,0.025798424777181417,VDE,VGT,adaptive,5
VPU-VGT,0.015996433953082773,0.10844141348579507,-0.3135662377858191,0.23035414642404187,-0.13684185414121186,0.020510222588699722,VPU,VGT,adaptive,10
VHT-VOX,0.027726938004184375,0.07045790965780231,-0.31611868850482044,0.6240601160072958,-0.09455216681491929,0.051897024615449316,VHT,VOX,standard,20
VCR-VHT,0.02353293959882398,0.08081136812810583,-0.3275165488996446,0.48040655544928906,-0.11246645363724916,0.04147347568993642,VCR,VHT,adaptive,15
VGT-VIS,0.025838746230839336,0.0728868921881085,-0.3314896964848575,0.6127461076527272,-0.09290190662675024,0.04756807346596714,VGT,VIS,adaptive,10
VFH-VPU,0.02607787620489704,0.07130966311355212,-0.3354681925366806,0.6076142249078115,-0.10205625749884573,0.04830608363651345,VFH,VPU,adaptive,5
VPU-VHT,0.03798096318465023,0.0355573241453181,-0.3380185968502448,1.8923854260580084,-0.041950507540509774,0.07771734774464378,VPU,VHT,ewma,5
VDE-VPU,0.017062701830798024,0.09729282329167585,-0.3385377981113637,0.31597909509424993,-0.13618951899846088,0.025068507722643574,VDE,VPU,standard,10
VIS-VPU,0.028559413303771757,0.06325603872938555,-0.3389492470110682,0.7426967182068934,-0.0616349250219731,0.05467900620968047,VIS,VPU,ewma,15
VIS-VPU,0.027925638834162,0.06440821333092134,-0.34272587336684324,0.6933628271300326,-0.051637697929636905,0.05318114126206841,VIS,VPU,ewma,20
VFH-VDE,0.02219509966597548,0.07637654476959517,-0.3640502515255623,0.46256601566966515,-0.1415402097819045,0.039399959109682525,VFH,VDE,standard,5
VCR-VFH,0.026840391725722623,0.06357979080740722,-0.3642605296458319,0.7066639944249283,-0.062163310478747236,0.05100245077653831,VCR,VFH,adaptive,20
VAW-VOX,0.02786808179270643,0.058992221395463,-0.37516672001430507,0.7914125457528441,-0.05767283416484459,0.05376317355652516,VAW,VOX,ewma,20
VNQ-VOX,0.022480823615625357,0.07125508694010224,-0.3862064810545737,0.5055026243913567,-0.12073748817990582,0.0407806854382291,VNQ,VOX,standard,15
VCR-VAW,0.02431666468232952,0.06549496362389112,-0.39214214187763474,0.602645489913509,-0.11031924201855914,0.04544128057701857,VCR,VAW,standard,20
VGT-VHT,0.01360158428052671,0.09264048584825452,-0.39289966353473127,0.24916195287472742,-0.10825311643010327,0.01888418021124938,VGT,VHT,ewma,20
VGT-VPU,0.005722317553571318,0.10846955207397549,-0.4082037917537589,0.0890182788109933,-0.14014008918150989,-0.0002665740509325554,VGT,VPU,standard,5
VFH-VGT,0.014825318523707018,0.08478504600789048,-0.41486893187531476,0.27885039898325,-0.13031483517405062,0.022776453057038903,VFH,VGT,adaptive,5
VFH-VNQ,0.022204590787377652,0.06658911243228241,-0.4174167247068924,0.6035859220486497,-0.08259028191984852,0.04090389513412762,VFH,VNQ,standard,15
VGT-VPU,0.010203710425581585,0.09308497663081763,-0.42752644964668757,0.181992718452662,-0.10261917790194686,0.01188766575681477,VGT,VPU,ewma,15
VDE-VFH,0.016460963901114473,0.0774592207746316,-0.43298958811459826,0.3342129590392479,-0.1150314226929684,0.027351251912838048,VDE,VFH,adaptive,5
VNQ-VGT,0.01227970633847049,0.08661550514563122,-0.4354912391044573,0.20616645523086466,-0.1513087887809439,0.017229178925881605,VNQ,VGT,ewma,15
VFH-VCR,0.022003439316500624,0.06382451227413827,-0.4386490344532342,0.5606296044864596,-0.06360479927341789,0.040830327303067904,VFH,VCR,adaptive,10
VFH-VAW,0.025020011406085507,0.05688912327423201,-0.4390995528881562,0.7802476599702952,-0.09287920978750508,0.04802395853274488,VFH,VAW,standard,15
VPU-VNQ,0.03524790789140583,0.032488753167071886,-0.45406765943685834,1.981109741995495,-0.03541306049772064,0.07205530686908301,VPU,VNQ,ewma,5
VNQ-VOX,0.017711502561345356,0.07108463242462,-0.4542261292958664,0.3870685169119403,-0.16281942890532675,0.030903614003383595,VNQ,VOX,adaptive,5
VGT-VDC,0.0026121947572356604,0.10418418638560992,-0.4548464300270194,0.041341631690927146,-0.15709366882956122,-0.005571093666877913,VGT,VDC,ewma,20
VCR-VOX,0.02491362560331879,0.054531158007711064,-0.4600374412209219,0.7726411218085346,-0.03944138528418839,0.04807184437203338,VCR,VOX,adaptive,15
VDC-VGT,0.010342073217450882,0.08593803947963602,-0.4614711601833371,0.18837538722935618,-0.14137685515821763,0.013439555614014775,VDC,VGT,ewma,10
VAW-VPU,0.016473055732535487,0.07244720487287643,-0.46277760924378497,0.3830287293133427,-0.12327952715401713,0.028159219788490564,VAW,VPU,adaptive,15
VCR-VPU,0.006853440832985127,0.09259466973293164,-0.4659723857913345,0.11883309032014969,-0.12180918411740227,0.005179734682879911,VCR,VPU,adaptive,15
VCR-VPU,0.005690170462623779,0.09456395478438766,-0.46856997085629126,0.09506833718408467,-0.12023021699093628,0.0024658254756639852,VCR,VPU,standard,20
VNQ-VGT,0.0013220720265262704,0.10060501557699728,-0.4838519003679135,0.019586747015919267,-0.20552412913268725,-0.007474632674105197,VNQ,VGT,standard,15
VDE-VOX,0.007511158083151044,0.0874323853827623,-0.4859622865239334,0.13627382119798687,-0.10054474721598838,0.0074346300607759375,VDE,VOX,adaptive,5
VHT-VOX,0.016243427114669633,0.06916317822077468,-0.48807145295689724,0.3747093673674974,-0.09534734639225872,0.028155592340909363,VHT,VOX,standard,15
VIS-VPU,0.02007268204410781,0.06105157382502882,-0.49019732139359035,0.545795518367718,-0.05684391117555676,0.03718010998913601,VIS,VPU,ewma,10
VDE-VAW,0.011522770924901839,0.07672723606748004,-0.5014807133318105,0.2398298124655087,-0.13323079368332824,0.0173538592362521,VDE,VAW,adaptive,5
VNQ-VOX,0.01859438076864631,0.06216603843574285,-0.5051893287975181,0.45144191758181196,-0.10326867677576079,0.03395772794800678,VNQ,VOX,ewma,20
VCR-VHT,0.009369724104082445,0.08017235877106507,-0.5067865847871417,0.18863299420572613,-0.11156849313731598,0.012432016931011258,VCR,VHT,standard,20
VCR-VPU,0.0029439415100107947,0.09284358808623852,-0.5068315374270193,0.05082941643629106,-0.13656648570925622,-0.002710699392785787,VCR,VPU,adaptive,20
VCR-VHT,0.009936070191560299,0.07866696909619701,-0.5092852854092793,0.2068791422735262,-0.14834892896543384,0.01382589134264034,VCR,VHT,adaptive,10
VAW-VDC,0.01676817201307721,0.06472805107430743,-0.5134068991011764,0.43078380575503983,-0.07581455610280652,0.029852575895038314,VAW,VDC,adaptive,5
VFH-VGT,0.006037381514101529,0.08557201668532696,-0.5137499405624818,0.1106150734290314,-0.1281219405494114,0.0047863746215108804,VFH,VGT,adaptive,10
VNQ-VDE,0.012567558768182961,0.07211696646029822,-0.5190517997234989,0.27650953299040454,-0.15443855162796838,0.020188794938593935,VNQ,VDE,ewma,20
VDC-VGT,0.009651404333335415,0.07750665653935515,-0.5205823276117832,0.19070108050884443,-0.13547675617119626,0.013431822207573108,VDC,VGT,ewma,5
VGT-VNQ,-0.0006782788023798959,0.09715462933242322,-0.5216249513852765,-0.011988586929652371,-0.13803370517782065,-0.010706301655715622,VGT,VNQ,ewma,20
VCR-VHT,0.007730477806324428,0.08089526259639258,-0.5225216018466878,0.15576898388180646,-0.1402366252787608,0.008996484019789586,VCR,VHT,adaptive,20
VFH-VAW,0.020327397827412656,0.05648565116013697,-0.5253122087318323,0.6187697027555673,-0.09041743176344774,0.03826051717341694,VFH,VAW,adaptive,5
VCR-VFH,0.016147701995105308,0.06441522990680126,-0.5255325185344155,0.41367866057449504,-0.06777549511909109,0.02861245109639743,VCR,VFH,adaptive,15
VDE-VDC,0.009499455322745052,0.07694150068894443,-0.5263810078385218,0.18696051146006606,-0.11387115194164821,0.013194073002879447,VDE,VDC,ewma,20
VCR-VNQ,0.00791494087469566,0.07923897650946327,-0.5311156324725902,0.166046949461639,-0.12277446018976224,0.009635714865917855,VCR,VNQ,standard,20
VCR-VGT,0.013956634024082034,0.06775600144684149,-0.5319582798019159,0.3190473125683872,-0.07819349018343369,0.023645631573264048,VCR,VGT,adaptive,10
VFH-VPU,0.008769006461710872,0.07726206778960346,-0.5336511786167494,0.18272131398612781,-0.11739160641148572,0.011682179572767515,VFH,VPU,standard,15
VDC-VCR,0.012606044552346004,0.06955319459745467,-0.5376310270732325,0.270696227283877,-0.09525701600909764,0.020629010684819482,VDC,VCR,ewma,10
VFH-VPU,0.011831406583808289,0.07092289084226974,-0.5381702996438404,0.2527765913929253,-0.06157027604106835,0.0188491032843483,VFH,VPU,standard,20
VCR-VOX,0.0216407500729979,0.05256293498220313,-0.5395294219511144,0.6928784358942104,-0.05642431594057151,0.041439971798372,VCR,VOX,adaptive,10
VIS-VPU,0.011155052881533381,0.07197748394884423,-0.5396819253375739,0.25251948852346895,-0.07436845964149308,0.017324316449031096,VIS,VPU,standard,10
VCR-VPU,-0.00048584060588324236,0.0927294831171127,-0.5444421656284024,-0.008265811581576358,-0.15729440823273988,-0.00952433459481461,VCR,VPU,adaptive,10
VIS-VPU,0.01096762941985565,0.07162433714828921,-0.5449596063881568,0.2493805353956446,-0.10430411309489784,0.016995923344011565,VIS,VPU,standard,15
VPU-VGT,-0.009262486426552599,0.10796262565521444,-0.5489166835920709,-0.1324756528443037,-0.12133168116474746,-0.029762329328237525,VPU,VGT,adaptive,15
VNQ-VDE,0.012601917932581396,0.06786840098345612,-0.5510382081424738,0.3017741290532951,-0.09182220367456206,0.020868132283480945,VNQ,VDE,ewma,10
VAW-VPU,0.010048955308803465,0.07215828289473597,-0.553658472575862,0.23119560382634954,-0.12445954554708061,0.015050212304398292,VAW,VPU,adaptive,20
VGT-VFH,0.0037778598711197204,0.08222817665399043,-0.5621204556605854,0.0775795322124171,-0.10277003417393837,0.000828444158529118,VGT,VFH,ewma,20
VFH-VCR,0.013454724594095252,0.06355633688522512,-0.5750060056466275,0.3418010515347868,-0.06310169633465013,0.023187192427160497,VFH,VCR,adaptive,15
VGT-VPU,-0.01304440071170613,0.10877092609167209,-0.5796070970157252,-0.19293529071978135,-0.1844876026576866,-0.03724194384733759,VGT,VPU,standard,15
VCR-VOX,0.017884398536501703,0.05467545141791733,-0.5873861235825825,0.5489213796691708,-0.04228671378002047,0.0333965851635758,VCR,VOX,adaptive,20
VAW-VPU,0.004377668454380112,0.0757269826741495,-0.6024580662606233,0.09515766986782334,-0.12666784714640078,0.003048735122535229,VAW,VPU,standard,15
VAW-VPU,0.003964436918790992,0.07534193461080121,-0.6110217811504031,0.08637810354785874,-0.10490436251877855,0.0022749680772413683,VAW,VPU,standard,10
VGT-VDC,0.00621418470826001,0.07132686955889454,-0.6138754660413915,0.14405699201024622,-0.09841581170780878,0.007420750289304445,VGT,VDC,ewma,5
VHT-VGT,-0.011751553097150643,0.1000254932811936,-0.6173581461233428,-0.17005114390122608,-0.16234628220684422,-0.03304119845868758,VHT,VGT,standard,20
VPU-VGT,-0.01737969568832116,0.10860331902825661,-0.6204202255622605,-0.24494884076308318,-0.1365777065338859,-0.04555280592765398,VPU,VGT,adaptive,20
VCR-VAW,0.00954249179326851,0.06519975798243856,-0.6205162328613033,0.2433402661393889,-0.14125898983482232,0.014985936029051183,VCR,VAW,adaptive,10
VGT-VHT,-0.013564289408448307,0.10046618720759959,-0.6326933585834342,-0.21450774617573531,-0.15013160383519575,-0.03657364785363093,VGT,VHT,standard,20
VAW-VPU,0.0033285678359572537,0.07336870736610246,-0.6361217723403108,0.07627043210978057,-0.12894377966603998,0.0012959512447001664,VAW,VPU,adaptive,10
VNQ-VCR,0.00027391070867075704,0.07747607778272167,-0.6418250731636659,0.005427482436876453,-0.15907563214335574,-0.0054443735497679,VNQ,VCR,adaptive,10
VCR-VDE,-0.011043166879354699,0.09506841193083801,-0.6420972606943657,-0.1901861492370434,-0.15333443570421734,-0.03068213575993517,VCR,VDE,adaptive,10
VGT-VPU,-0.019413176150050566,0.1080175438267014,-0.6426102065550938,-0.27506081202990196,-0.15291450892481762,-0.04931552447449883,VGT,VPU,standard,20
VFH-VNQ,0.012862906550645046,0.05761729232588197,-0.6445477034795117,0.3566802927893216,-0.06832526553285112,0.02271111146222604,VFH,VNQ,standard,20
VIS-VHT,0.009592841388415008,0.062495754902237646,-0.6465584530468353,0.26726006527153573,-0.09835637977047884,0.015443976235209878,VIS,VHT,adaptive,5
VAW-VPU,0.0062988699327585,0.06694765537375061,-0.6527656543499527,0.15603770795130265,-0.0769157138653428,0.00818214963739905,VAW,VPU,ewma,20
VCR-VDE,-0.013815029270648645,0.0976942445257378,-0.6532117585886684,-0.2342581606092643,-0.15547056529928682,-0.036536408255604114,VCR,VDE,standard,20
VGT-VPU,0.00287727129108982,0.07209788021095727,-0.6535938167811558,0.06701038583677023,-0.08453363703509342,0.0006039664218135954,VGT,VPU,ewma,5
VDC-VGT,-0.011093934996291147,0.09286800692573789,-0.6578577167607894,-0.17771008395458057,-0.16565945473005816,-0.030411126859052007,VDC,VGT,ewma,20
VIS-VNQ,0.008469218365777168,0.06301578369277563,-0.659053640222902,0.23747413431567221,-0.0662751084790546,0.013097905946833466,VIS,VNQ,adaptive,5
VFH-VPU,0.002569431924101865,0.07145637311849103,-0.6637695982309004,0.060834833638626705,-0.13664192433376532,4.874443933799988e-05,VFH,VPU,standard,5
VOX-VGT,0.001824643494501381,0.07220048046248224,-0.6672442648152749,0.037372312521832325,-0.10742598085082733,-0.0015711430341845967,VOX,VGT,standard,20
VDE-VNQ,-0.0062857163879748825,0.08387812789666392,-0.6710416386178483,-0.12496049981731618,-0.14993297677077344,-0.019427038761823834,VDE,VNQ,standard,20
VGT-VDC,-0.025293463350846288,0.11195076470300877,-0.6725587230296305,-0.3646729095314814,-0.18666354400556429,-0.06124393470578138,VGT,VDC,standard,20
VPU-VGT,-0.021354665052140266,0.10505886653577677,-0.6791874632289231,-0.32114118421309323,-0.11716990790360748,-0.052396784445524425,VPU,VGT,adaptive,5
VHT-VDE,-0.012312857018368673,0.09171724139611627,-0.6794017795328854,-0.21287345987581063,-0.16637813098796705,-0.03253902734876124,VHT,VDE,standard,20
VDC-VOX,0.005217390346866264,0.06552716111926378,-0.6834205677188789,0.11776743701700693,-0.07930660350048613,0.006175951240388056,VDC,VOX,ewma,10
VOX-VDE,0.015952169587142913,0.04965590510251691,-0.6856753560843118,0.5074127112103028,-0.03854298163560199,0.02994360226739312,VOX,VDE,ewma,5
VPU-VOX,0.014842039489103747,0.050988275707124324,-0.6895302895285749,0.41007647812016623,-0.0553813212807599,0.027506195464815475,VPU,VOX,ewma,5
VCR-VIS,0.010708329015851847,0.05692460310454248,-0.6902405786121805,0.310687799471457,-0.08934508814048592,0.018386661061034815,VCR,VIS,adaptive,20
VPU-VGT,-0.01686124093919842,0.09671956033110354,-0.691289752665437,-0.269139400767544,-0.13854042033827507,-0.04221030970844819,VPU,VGT,ewma,20
VGT-VHT,-0.010727379027603689,0.08701753851355878,-0.6978751647651044,-0.20949712962677713,-0.11101253267763656,-0.028615696400385526,VGT,VHT,ewma,10
VGT-VDE,-0.0160310428091293,0.09437265471618435,-0.6996840664036684,-0.26936026445522054,-0.10153343889128519,-0.04019501631975719,VGT,VDE,ewma,20
VFH-VDC,0.004801213719937439,0.06439281719672166,-0.7019227958605867,0.11049680129048509,-0.0955044917898622,0.005482565951999696,VFH,VDC,standard,20
VCR-VIS,0.009634260190322937,0.057128065269768366,-0.7065833512663734,0.2790366911399717,-0.09536960764133517,0.01617366206110904,VCR,VIS,adaptive,10
VDE-VGT,-0.02779790795034754,0.11007185870182247,-0.7067919890505072,-0.4108600340787943,-0.15156416737954337,-0.06557549550749497,VDE,VGT,standard,10
VGT-VNQ,-0.024115868115245402,0.10376114021257893,-0.7142931155478985,-0.3723345967116351,-0.18739077382947722,-0.05736732879302342,VGT,VNQ,standard,20
VDC-VNQ,0.010626370436370389,0.05468135284326332,-0.7200558785823891,0.3437970135684955,-0.06529703621768768,0.0184778087844073,VDC,VNQ,standard,10
VGT-VPU,-0.02758250901827434,0.10742991410187816,-0.7221685846709425,-0.42400531960204124,-0.13103998515220028,-0.06460845306903085,VGT,VPU,adaptive,15
VHT-VDE,-0.003441536571210974,0.0738289168199733,-0.7238564355687951,-0.07583854764371965,-0.09670717180029131,-0.012258636879317053,VHT,VDE,ewma,10
VDE-VIS,-0.005702051517189918,0.07675710722113128,-0.7256924281515273,-0.12137337484448234,-0.13146887780872907,-0.017163620073763264,VDE,VIS,standard,20
VNQ-VGT,-0.011464575688717034,0.08463089527426915,-0.7262664005801251,-0.19103288420447156,-0.18987152076180414,-0.029715769573334883,VNQ,VGT,ewma,20
VGT-VFH,-0.012226123128137466,0.08539850307949001,-0.7286559000948362,-0.2502687459929142,-0.13211897316269616,-0.031273376210517845,VGT,VFH,adaptive,15
VOX-VDC,0.003594696950974707,0.06327102218650354,-0.733436910695653,0.09383210461738757,-0.06660245081158511,0.0032117766454968777,VOX,VDC,ewma,10
VGT-VFH,-0.01284224274809,0.08551978498909091,-0.7348269497649725,-0.2611567830231876,-0.14614327939939842,-0.03248931914968678,VGT,VFH,adaptive,20
VCR-VDC,-0.015004067252323996,0.08789898250572808,-0.739531509913529,-0.2711379859462155,-0.11560953396248086,-0.03708633393074379,VCR,VDC,standard,20
VCR-VIS,0.007230729865120238,0.05739387946940418,-0.7451886948621307,0.20319421489450215,-0.09125638879691922,0.011259047209836393,VCR,VIS,standard,20
VNQ-VDE,-0.004170080537997661,0.07247033766631784,-0.7474793451000343,-0.09066936968991998,-0.1372903227389799,-0.013512931409134565,VNQ,VDE,ewma,15
VGT-VHT,-0.015258944982168418,0.08723209786005959,-0.7481070223355031,-0.301725712561529,-0.12217941059296278,-0.03743036234454289,VGT,VHT,ewma,15
VCR-VIS,0.006607595521334873,0.05787690308333457,-0.7497361152200244,0.187873575743833,-0.08613208921713078,0.009941853884065655,VCR,VIS,adaptive,15
VAW-VOX,-0.00012694974092059087,0.06683981234756424,-0.749956470258512,-0.002970198835286487,-0.0837910922984565,-0.004712645905699198,VAW,VOX,adaptive,20
VAW-VDC,0.0004787877556924297,0.06596221979337268,-0.7507511481486407,0.012647822726081285,-0.07698508507316992,-0.0033767806269101586,VAW,VDC,adaptive,15
VFH-VOX,0.0038253563128544357,0.0612470586004954,-0.7539079384748126,0.10125498042826857,-0.07851221570602229,0.003923029194571992,VFH,VOX,adaptive,10
VCR-VFH,0.0012383100212023394,0.06447391905429001,-0.7563010081291638,0.03125849468606923,-0.08004294082360808,-0.0016730578429735576,VCR,VFH,standard,20
VFH-VGT,-0.014244787191845444,0.08475051366993039,-0.758045991816089,-0.2598829264551787,-0.1332709796517505,-0.03510099976957792,VFH,VGT,adaptive,20
VGT-VOX,-0.000849099758088253,0.06688405834531297,-0.7602573919118584,-0.02308973408605138,-0.10780887686231322,-0.006137007769748792,VGT,VOX,ewma,20
VIS-VDC,0.003201849367204403,0.06142715401367687,-0.7618479381671478,0.09260158091585576,-0.07502042455439817,0.0026608098777924916,VIS,VDC,ewma,15
VGT-VNQ,-0.003255263853189399,0.06988532364200783,-0.7620378797412881,-0.07417045599138565,-0.09074180675454058,-0.011325504787782381,VGT,VNQ,ewma,5
